sn,model,product_id,location,start_time,end_time,source,type,unit,value
"8899050725","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","7.5327725167229715"
"8899050725","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","3.939774726503476"
"8899050896","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","22.609642944906287"
"8899050896","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","103.55263487518594"
"8899050964","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","6.90984018307874"
"8899050964","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","7.773977356910234"
"8899051170","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","86.58135633137574"
"8899051170","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","34.82436561836497"
"8899051578","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","42.95857319211554"
"8899051578","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","121.47789716754991"
"8899051704","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","34.982894299315035"
"8899051704","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","46.21039164397176"
"8899051766","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","37.425025235262005"
"8899051766","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","100.24740227969535"
"8899051890","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","20.371880154211976"
"8899051890","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","15.311174191374139"
"8899052117","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","54.29255842563988"
"8899052117","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","11.515008288322717"
"8899052138","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","9.149380868568405"
"8899052138","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","100.43650947055698"
"8899052195","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","25.78440765519263"
"8899052195","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","26.28153765720351"
"8899052939","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","11.147367654169763"
"8899052939","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","106.30714988948479"
"8899053007","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","4.075028724985903"
"8899053007","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","190.0879475730676"
"8899054371","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","30.85461117579942"
"8899054371","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","92.10812342169419"
"8899054529","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","35.23545715381285"
"8899054529","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","82.51833743008746"
"8899054750","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","22.72000660251826"
"8899054750","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","10.161443452854044"
"8899055020","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","31.246282959181414"
"8899055020","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","160.0615774421165"
"8899055870","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","64.40533368485173"
"8899055870","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","177.6056946203126"
"8899056240","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","28.3976750281634"
"8899056240","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","79.03994470346719"
"8899056292","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","64.40705618923694"
"8899056292","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","169.59296308215545"
"8899056762","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","21.86908640942282"
"8899056762","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","237.72474202274455"
"8899056773","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","59.84963566526995"
"8899056773","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","105.49666783900388"
"8899056882","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","53.464523342779025"
"8899056882","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","106.99698359402757"
"8899057117","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","38.66423921162827"
"8899057117","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","70.87309574030179"
"8899057534","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","58.65628979137547"
"8899057534","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","47.00375889591029"
"8899057641","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","79.6936564100193"
"8899057641","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","0.4558822141159052"
"8899057753","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","27.922180161793293"
"8899057753","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","122.98183383489537"
"8899057799","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","33.87349795873125"
"8899057799","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","274.2983861766519"
"8899058612","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","6.917718124323925"
"8899058612","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","149.66565094647595"
"8899058807","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","0.2048191614925906"
"8899058807","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","53.93931138188096"
"8899058931","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","45.89081044445997"
"8899058931","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","239.59459262890616"
"8899058987","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","31.35662258867096"
"8899058987","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","245.72380582003944"
"8899059676","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","3.4477219226415556"
"8899059676","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","94.38256542067569"
"8899059757","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","24.279701505852795"
"8899059757","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","54.246289854460926"
"8899059952","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","21.437713834791843"
"8899059952","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","159.16874479948746"
"8899060436","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","50.36089824288174"
"8899060436","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","23.528205678688412"
"8899060680","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","17.178246289765987"
"8899060680","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","34.36675729098887"
"8899061152","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","42.92967110940481"
"8899061152","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","52.03285351210107"
"8899061216","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","9.779965856526971"
"8899061216","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","5.587408786077845"
"8899061256","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","82.9637157923923"
"8899061256","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","15.989632605572611"
"8899061638","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","76.05048729480488"
"8899061638","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","79.9641534639439"
"8899062119","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","58.1100560394372"
"8899062119","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","77.90637842330764"
"8899062152","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","28.67479371574586"
"8899062152","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","150.70207564875068"
"8899062213","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","53.37453099279072"
"8899062213","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","80.77680028061775"
"8899062547","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","3.1928592834605043"
"8899062547","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","4.81507312618547"
"8899063879","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","18.85446883245708"
"8899063879","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","58.45468020030639"
"8899064153","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","55.49035965360011"
"8899064153","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","181.7390406694587"
"8899064212","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","28.186846368058315"
"8899064212","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","209.2102522284748"
"8899064237","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","33.07541688742941"
"8899064237","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","10.448758050438194"
"8899064505","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","46.978902734578334"
"8899064505","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","27.646209631964147"
"8899064916","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","82.95831451727038"
"8899064916","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","78.4601707659802"
"8899065011","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","35.95542782823449"
"8899065011","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","117.6069114631058"
"8899065155","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","66.80669625448219"
"8899065155","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","2.316440921816146"
"8899065450","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","30.41486563869167"
"8899065450","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","145.61272821054158"
"8899065799","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","17.797217266121233"
"8899065799","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","89.42749397583015"
"8899065973","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","85.16591104799089"
"8899065973","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","153.50699921918732"
"8899066230","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","93.13893825587326"
"8899066230","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","207.7431429894043"
"8899066261","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","87.41973605645349"
"8899066261","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","101.3658670944548"
"8899066327","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","28.094980313464763"
"8899066327","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","40.2206692472614"
"8899066674","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","63.70391481642237"
"8899066674","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","17.175092365866316"
"8899066987","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","79.81865670993427"
"8899066987","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","242.8239613172654"
"8899067737","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","24.52417763986722"
"8899067737","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","161.3714436444853"
"8899068145","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","10.283830787586941"
"8899068145","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","83.24519574717739"
"8899068257","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","3.378024837788666"
"8899068257","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","56.915481844198766"
"8899068452","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","8.597307700802876"
"8899068452","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","208.8321874637232"
"8899069215","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","5.152131571702689"
"8899069215","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","147.5484810414604"
"8899069886","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","61.55835938676222"
"8899069886","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","128.54380598956342"
"8899070137","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","73.98318838653695"
"8899070137","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","89.6311212074084"
"8899070441","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","22.91484480325944"
"8899070441","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","WA-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","52.16941636804711"
"8899071047","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","52.7619409264908"
"8899071047","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","155.43247045842756"
"8899071246","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","83.0613626593401"
"8899071246","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","97.63601056710723"
"8899071398","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","20.24583016062291"
"8899071398","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","58.74669802345957"
"8899071683","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","22.257972350869785"
"8899071683","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","32.79582770373575"
"8899071704","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","32.137502714092264"
"8899071704","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","DE-1","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","112.1297342730988"
"8899071930","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","24.11935690886326"
"8899071930","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","168.61764489873724"
"8899071931","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server cpu utilization","%","57.223679115349356"
"8899071931","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 21:00:00","2023-02-27 22:00:00","iLo","server power","W","44.338876880784255"
